timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W], power.limit [W], clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/07/16 09:36:22.718, 3 %, 0 %, 0 MiB, 204.42 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:22.922, 3 %, 0 %, 1 MiB, 204.19 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:23.128, 0 %, 0 %, 626 MiB, 204.05 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:23.329, 1 %, 0 %, 626 MiB, 203.72 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:23.529, 0 %, 0 %, 626 MiB, 202.83 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:23.729, 0 %, 0 %, 626 MiB, 202.70 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:23.929, 0 %, 0 %, 626 MiB, 202.46 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:24.130, 0 %, 0 %, 626 MiB, 202.20 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:24.330, 0 %, 0 %, 1072 MiB, 202.16 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:24.530, 0 %, 0 %, 3398 MiB, 202.51 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:24.731, 26 %, 0 %, 3878 MiB, 203.05 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:24.931, 2 %, 0 %, 5032 MiB, 203.16 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:25.132, 1 %, 0 %, 6220 MiB, 238.23 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:25.332, 28 %, 5 %, 6220 MiB, 287.77 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:25.532, 71 %, 15 %, 830 MiB, 385.37 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:25.733, 92 %, 18 %, 830 MiB, 417.66 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:25.933, 0 %, 0 %, 830 MiB, 418.02 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:26.133, 0 %, 0 %, 830 MiB, 382.52 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:26.334, 0 %, 0 %, 830 MiB, 343.40 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:26.534, 0 %, 0 %, 830 MiB, 235.96 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:26.734, 0 %, 0 %, 830 MiB, 202.93 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:26.935, 0 %, 0 %, 830 MiB, 202.27 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:27.135, 0 %, 0 %, 830 MiB, 201.78 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:27.335, 0 %, 0 %, 3544 MiB, 201.68 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:27.536, 31 %, 0 %, 3956 MiB, 202.14 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:27.736, 3 %, 0 %, 5918 MiB, 202.18 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:27.937, 31 %, 3 %, 6514 MiB, 271.68 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:28.137, 85 %, 7 %, 6514 MiB, 347.09 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:28.337, 97 %, 10 %, 6514 MiB, 405.40 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:28.538, 85 %, 9 %, 6514 MiB, 485.91 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:28.738, 88 %, 7 %, 832 MiB, 561.88 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:28.939, 61 %, 8 %, 832 MiB, 493.73 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:29.139, 0 %, 0 %, 832 MiB, 419.97 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:29.339, 0 %, 0 %, 832 MiB, 357.66 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:29.539, 0 %, 0 %, 832 MiB, 281.00 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:29.740, 0 %, 0 %, 832 MiB, 209.79 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:29.940, 0 %, 0 %, 832 MiB, 202.39 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:30.140, 0 %, 0 %, 832 MiB, 201.89 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:30.341, 0 %, 0 %, 832 MiB, 201.51 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:30.541, 0 %, 0 %, 832 MiB, 201.29 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:30.742, 0 %, 0 %, 832 MiB, 200.96 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:30.942, 0 %, 0 %, 832 MiB, 200.30 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:31.142, 0 %, 0 %, 832 MiB, 199.63 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:31.343, 0 %, 0 %, 832 MiB, 198.92 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:31.543, 0 %, 0 %, 832 MiB, 197.77 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:31.744, 0 %, 0 %, 832 MiB, 197.20 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:31.944, 0 %, 0 %, 832 MiB, 197.13 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:32.145, 0 %, 0 %, 832 MiB, 197.09 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:32.345, 0 %, 0 %, 832 MiB, 197.08 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:32.545, 0 %, 0 %, 832 MiB, 197.09 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:32.746, 0 %, 0 %, 832 MiB, 197.08 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:32.946, 0 %, 0 %, 832 MiB, 199.65 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:33.147, 0 %, 0 %, 832 MiB, 199.72 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:33.347, 0 %, 0 %, 832 MiB, 199.70 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:33.548, 0 %, 0 %, 832 MiB, 199.73 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:33.748, 0 %, 0 %, 1910 MiB, 199.91 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:33.948, 34 %, 0 %, 3902 MiB, 197.94 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:34.149, 0 %, 0 %, 3902 MiB, 197.96 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:34.349, 0 %, 0 %, 6572 MiB, 230.14 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:34.550, 87 %, 17 %, 6572 MiB, 317.82 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:34.750, 92 %, 16 %, 830 MiB, 407.61 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:34.950, 0 %, 0 %, 830 MiB, 407.99 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:35.151, 0 %, 0 %, 830 MiB, 408.32 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:35.351, 0 %, 0 %, 830 MiB, 376.67 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:35.551, 0 %, 0 %, 830 MiB, 292.42 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:35.752, 0 %, 0 %, 830 MiB, 201.06 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:35.952, 0 %, 0 %, 830 MiB, 198.42 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:36.152, 0 %, 0 %, 830 MiB, 198.16 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:36.353, 0 %, 0 %, 830 MiB, 198.02 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:36.553, 0 %, 0 %, 830 MiB, 197.79 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:36.754, 0 %, 0 %, 830 MiB, 197.77 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:36.954, 0 %, 0 %, 830 MiB, 197.74 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:37.154, 0 %, 0 %, 830 MiB, 197.73 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:37.358, 0 %, 0 %, 830 MiB, 197.71 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:37.558, 0 %, 0 %, 830 MiB, 197.67 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:37.759, 0 %, 0 %, 830 MiB, 197.66 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:37.959, 0 %, 0 %, 830 MiB, 197.67 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:38.159, 0 %, 0 %, 830 MiB, 197.66 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:38.360, 0 %, 0 %, 830 MiB, 197.66 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:38.560, 0 %, 0 %, 830 MiB, 197.65 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:38.761, 0 %, 0 %, 830 MiB, 197.68 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:38.961, 0 %, 0 %, 830 MiB, 197.65 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:39.161, 0 %, 0 %, 830 MiB, 197.60 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:39.362, 0 %, 0 %, 830 MiB, 197.62 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:39.562, 0 %, 0 %, 830 MiB, 197.63 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:39.763, 0 %, 0 %, 830 MiB, 197.61 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:39.963, 28 %, 0 %, 3902 MiB, 198.25 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:40.164, 0 %, 0 %, 3902 MiB, 198.40 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:40.364, 0 %, 0 %, 3902 MiB, 198.42 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:40.564, 0 %, 0 %, 4158 MiB, 198.52 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:40.765, 1 %, 0 %, 4158 MiB, 198.83 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:40.965, 13 %, 3 %, 6210 MiB, 226.17 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:41.165, 0 %, 0 %, 6210 MiB, 226.57 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:41.366, 0 %, 0 %, 6210 MiB, 226.11 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:41.567, 0 %, 0 %, 6210 MiB, 226.58 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:41.767, 0 %, 0 %, 6210 MiB, 226.32 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:41.967, 0 %, 0 %, 6210 MiB, 199.68 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:42.168, 0 %, 0 %, 6210 MiB, 197.96 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:42.368, 0 %, 0 %, 6210 MiB, 197.89 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:42.569, 0 %, 0 %, 6210 MiB, 197.88 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:42.769, 0 %, 0 %, 6210 MiB, 197.84 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:42.969, 0 %, 0 %, 6210 MiB, 197.84 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:43.170, 0 %, 0 %, 6210 MiB, 197.83 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:43.370, 0 %, 0 %, 6210 MiB, 197.86 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:43.571, 0 %, 0 %, 6210 MiB, 197.84 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:43.771, 0 %, 0 %, 6210 MiB, 197.84 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:43.972, 0 %, 0 %, 6210 MiB, 197.84 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:44.172, 0 %, 0 %, 6210 MiB, 197.89 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:44.372, 0 %, 0 %, 6210 MiB, 197.87 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:44.573, 0 %, 0 %, 6210 MiB, 197.88 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:44.773, 0 %, 0 %, 6210 MiB, 197.89 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:44.974, 0 %, 0 %, 6210 MiB, 197.90 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:45.174, 0 %, 0 %, 6210 MiB, 197.86 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:45.374, 0 %, 0 %, 6210 MiB, 197.85 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:45.575, 0 %, 0 %, 6210 MiB, 197.95 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:45.775, 0 %, 0 %, 6210 MiB, 197.96 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:45.976, 0 %, 0 %, 6210 MiB, 197.97 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:46.176, 0 %, 0 %, 6210 MiB, 197.99 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:46.376, 0 %, 0 %, 6210 MiB, 197.98 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:46.577, 0 %, 0 %, 6210 MiB, 197.88 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:46.777, 0 %, 0 %, 6210 MiB, 197.87 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:46.978, 0 %, 0 %, 6210 MiB, 197.88 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:47.178, 0 %, 0 %, 6210 MiB, 197.90 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:47.378, 0 %, 0 %, 6210 MiB, 197.92 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:47.579, 0 %, 0 %, 6210 MiB, 197.93 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:47.779, 0 %, 0 %, 6210 MiB, 197.97 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:47.980, 0 %, 0 %, 6210 MiB, 200.22 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:48.180, 0 %, 0 %, 6210 MiB, 200.18 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:48.380, 0 %, 0 %, 6210 MiB, 200.19 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:48.581, 0 %, 0 %, 6210 MiB, 200.22 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:48.781, 0 %, 0 %, 6210 MiB, 200.26 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:48.981, 0 %, 0 %, 6210 MiB, 197.99 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:49.182, 0 %, 0 %, 6210 MiB, 198.01 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:49.382, 0 %, 0 %, 6210 MiB, 198.01 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:49.582, 0 %, 0 %, 6210 MiB, 198.02 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:49.783, 0 %, 0 %, 6210 MiB, 198.01 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:49.983, 0 %, 0 %, 6210 MiB, 198.01 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:50.184, 0 %, 0 %, 6210 MiB, 198.01 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:50.384, 0 %, 0 %, 6210 MiB, 198.05 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:50.584, 0 %, 0 %, 6210 MiB, 198.18 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:50.785, 0 %, 0 %, 6212 MiB, 198.20 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:50.985, 0 %, 0 %, 6212 MiB, 198.24 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:51.186, 31 %, 25 %, 5434 MiB, 228.24 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:51.386, 0 %, 0 %, 6294 MiB, 231.43 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:51.587, 68 %, 14 %, 6294 MiB, 319.07 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:51.787, 84 %, 18 %, 6294 MiB, 405.60 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:51.987, 11 %, 3 %, 5106 MiB, 433.09 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:52.188, 0 %, 0 %, 5106 MiB, 404.27 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:52.388, 0 %, 0 %, 5106 MiB, 396.50 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:52.589, 0 %, 0 %, 5106 MiB, 315.90 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:52.789, 0 %, 0 %, 5106 MiB, 225.73 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:52.989, 0 %, 0 %, 5106 MiB, 199.12 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:53.190, 0 %, 0 %, 5106 MiB, 198.84 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:53.390, 0 %, 0 %, 5106 MiB, 198.66 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:53.593, 0 %, 0 %, 5106 MiB, 198.57 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:53.793, 0 %, 0 %, 5106 MiB, 198.48 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:53.995, 0 %, 0 %, 5106 MiB, 198.45 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:54.195, 0 %, 0 %, 5106 MiB, 198.42 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:54.396, 0 %, 0 %, 5106 MiB, 198.36 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:54.596, 0 %, 0 %, 5106 MiB, 198.33 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:54.796, 0 %, 0 %, 5106 MiB, 198.31 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:54.997, 0 %, 0 %, 5106 MiB, 198.29 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:55.197, 0 %, 0 %, 5106 MiB, 198.25 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:55.398, 0 %, 0 %, 5106 MiB, 198.28 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:55.598, 0 %, 0 %, 5106 MiB, 198.34 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:55.799, 0 %, 0 %, 5106 MiB, 198.27 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:55.999, 0 %, 0 %, 5106 MiB, 198.25 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:56.200, 0 %, 0 %, 5106 MiB, 198.22 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:56.400, 0 %, 0 %, 5106 MiB, 198.27 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:56.601, 0 %, 0 %, 5106 MiB, 198.15 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:56.801, 0 %, 0 %, 5106 MiB, 198.15 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:57.001, 0 %, 0 %, 7284 MiB, 198.47 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:57.202, 34 %, 0 %, 8120 MiB, 198.91 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:57.402, 0 %, 0 %, 8120 MiB, 198.87 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:57.603, 0 %, 0 %, 8120 MiB, 198.85 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:57.803, 0 %, 0 %, 8714 MiB, 198.83 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:58.004, 45 %, 10 %, 8714 MiB, 231.71 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:58.204, 0 %, 0 %, 8714 MiB, 231.31 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:58.405, 0 %, 0 %, 8714 MiB, 231.35 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:58.605, 0 %, 0 %, 8714 MiB, 230.75 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:58.806, 0 %, 0 %, 8714 MiB, 231.40 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:59.006, 0 %, 0 %, 8714 MiB, 198.24 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:59.206, 0 %, 0 %, 8714 MiB, 198.18 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:59.407, 0 %, 0 %, 8714 MiB, 198.15 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:59.607, 0 %, 0 %, 8714 MiB, 198.08 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:36:59.807, 0 %, 0 %, 8714 MiB, 198.11 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:00.008, 0 %, 0 %, 8714 MiB, 198.04 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:00.208, 0 %, 0 %, 8714 MiB, 198.00 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:00.409, 0 %, 0 %, 8714 MiB, 198.07 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:00.609, 0 %, 0 %, 8714 MiB, 198.13 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:00.809, 0 %, 0 %, 8714 MiB, 198.10 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:01.010, 0 %, 0 %, 8714 MiB, 198.06 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:01.210, 0 %, 0 %, 8714 MiB, 198.04 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:01.410, 0 %, 0 %, 8714 MiB, 197.96 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:01.611, 0 %, 0 %, 8714 MiB, 197.87 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:01.811, 0 %, 0 %, 8714 MiB, 197.83 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:02.012, 0 %, 0 %, 6472 MiB, 204.33 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:02.212, 81 %, 17 %, 6472 MiB, 297.44 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:02.412, 90 %, 19 %, 5284 MiB, 390.98 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:02.613, 0 %, 0 %, 6418 MiB, 394.78 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:02.813, 27 %, 0 %, 8162 MiB, 395.75 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:03.014, 38 %, 11 %, 10426 MiB, 445.02 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:03.214, 81 %, 17 %, 10426 MiB, 440.95 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:03.415, 86 %, 16 %, 5284 MiB, 432.57 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:03.615, 2 %, 1 %, 6216 MiB, 428.40 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:03.816, 27 %, 0 %, 8162 MiB, 433.01 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:04.017, 21 %, 5 %, 10156 MiB, 410.72 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:04.218, 0 %, 0 %, 10156 MiB, 337.11 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:04.418, 0 %, 0 %, 10156 MiB, 255.63 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:04.619, 0 %, 0 %, 10156 MiB, 231.38 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:04.819, 0 %, 0 %, 10156 MiB, 231.05 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:05.019, 0 %, 0 %, 10156 MiB, 198.96 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:05.220, 0 %, 0 %, 10156 MiB, 198.48 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:05.420, 0 %, 0 %, 10156 MiB, 198.39 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:05.620, 0 %, 0 %, 10156 MiB, 198.32 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:05.821, 0 %, 0 %, 10156 MiB, 198.23 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:06.021, 0 %, 0 %, 10156 MiB, 198.15 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:06.221, 0 %, 0 %, 10156 MiB, 198.15 W, 1000.00 W, 1965 MHz, 3996 MHz
