timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W], power.limit [W], clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/07/16 09:37:56.347, 0 %, 0 %, 5622 MiB, 197.15 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:56.548, 0 %, 0 %, 5622 MiB, 197.02 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:56.748, 0 %, 0 %, 5622 MiB, 197.00 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:56.949, 0 %, 0 %, 5622 MiB, 197.00 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:57.149, 0 %, 0 %, 5622 MiB, 196.96 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:57.349, 0 %, 0 %, 5622 MiB, 196.93 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:57.550, 0 %, 0 %, 5622 MiB, 196.92 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:57.750, 0 %, 0 %, 5622 MiB, 196.91 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:57.951, 0 %, 0 %, 5622 MiB, 196.92 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:58.151, 0 %, 0 %, 5622 MiB, 196.90 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:58.352, 0 %, 0 %, 5622 MiB, 196.91 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:58.552, 0 %, 0 %, 5622 MiB, 196.88 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:58.752, 0 %, 0 %, 8028 MiB, 197.11 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:58.953, 36 %, 0 %, 8308 MiB, 197.71 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:59.153, 0 %, 0 %, 10958 MiB, 197.73 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:59.354, 93 %, 18 %, 10958 MiB, 287.52 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:59.554, 86 %, 16 %, 5622 MiB, 379.19 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:59.755, 35 %, 8 %, 5622 MiB, 411.02 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:37:59.955, 0 %, 0 %, 5622 MiB, 406.56 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:00.156, 0 %, 0 %, 5622 MiB, 410.50 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:00.356, 0 %, 0 %, 5622 MiB, 326.15 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:00.556, 0 %, 0 %, 5622 MiB, 198.61 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:00.757, 0 %, 0 %, 5622 MiB, 198.03 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:00.957, 0 %, 0 %, 5622 MiB, 197.80 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:01.157, 0 %, 0 %, 5622 MiB, 197.65 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:01.358, 0 %, 0 %, 5622 MiB, 197.52 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:01.558, 0 %, 0 %, 5622 MiB, 197.35 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:01.759, 0 %, 0 %, 5622 MiB, 197.29 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:01.959, 0 %, 0 %, 5622 MiB, 197.29 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:02.159, 0 %, 0 %, 5622 MiB, 197.24 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:02.360, 0 %, 0 %, 5622 MiB, 197.18 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:02.560, 0 %, 0 %, 5622 MiB, 197.19 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:02.761, 0 %, 0 %, 5622 MiB, 197.20 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:02.961, 0 %, 0 %, 5622 MiB, 199.51 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:03.162, 0 %, 0 %, 5622 MiB, 199.51 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:03.362, 0 %, 0 %, 5622 MiB, 199.49 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:03.562, 0 %, 0 %, 5622 MiB, 199.50 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:03.763, 0 %, 0 %, 5622 MiB, 199.54 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:03.965, 0 %, 0 %, 5622 MiB, 197.14 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:04.165, 0 %, 0 %, 5622 MiB, 197.16 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:04.366, 0 %, 0 %, 5622 MiB, 197.16 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:04.566, 0 %, 0 %, 5622 MiB, 197.16 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:04.766, 36 %, 0 %, 8308 MiB, 197.81 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:04.967, 0 %, 0 %, 8308 MiB, 197.93 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:05.167, 88 %, 16 %, 10984 MiB, 235.63 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:05.368, 82 %, 12 %, 10984 MiB, 314.87 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:05.568, 82 %, 12 %, 10984 MiB, 384.21 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:05.769, 0 %, 0 %, 5622 MiB, 414.90 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:05.969, 0 %, 0 %, 5622 MiB, 415.05 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:06.169, 0 %, 0 %, 5622 MiB, 383.47 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:06.370, 0 %, 0 %, 5622 MiB, 306.94 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:06.570, 0 %, 0 %, 5622 MiB, 239.10 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:06.771, 0 %, 0 %, 5622 MiB, 198.13 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:06.971, 0 %, 0 %, 5622 MiB, 197.80 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:07.172, 0 %, 0 %, 5622 MiB, 197.61 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:07.372, 0 %, 0 %, 5622 MiB, 197.48 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:07.572, 0 %, 0 %, 5622 MiB, 197.41 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:07.773, 0 %, 0 %, 5622 MiB, 197.36 W, 1000.00 W, 1965 MHz, 3996 MHz
2026/07/16 09:38:07.973, 1 %, 0 %, 0 MiB, 197.43 W, 1000.00 W, 1965 MHz, 3996 MHz
